Alm_type,Inci_no   ,Unit  ,Resp_code,Station,District,Inci_type,Inci_desc                                         ,Alm_date  ,Disp_time,Notif_time,Roll_time,Arv_time,Clr_time_b,Shift,Mutl_aid,Alarms     ,Prop_loss            ,Cont_loss            ,Prop_val             ,Cont_val             ,Prop_use,Number  ,St_prefix,Street                   ,St_suffix,St_type,Zip       
1,20-2004225,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/14/2020,8:11:41,8:13:53,8:14:50,8:16:52,8:31:40,A    ,N       ,1,0,0,0,0,449,2101,         ,HOLLOWAY                 ,         ,ST     ,27703
77,20-2004274,E3    ,C        ,4,4,322,Motor vehicle accident with injuries              ,2/14/2020,15:41:35,15:46:12,15:47:19,        ,15:58:03,A    ,N       ,1,0,0,0,0,961,1000,N        ,DURHAM FREEWAY           ,         ,       ,27703
31,20-2004279,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/14/2020,16:06:30,16:10:16,16:11:04,16:12:37,16:30:18,A    ,N       ,1,0,0,0,0,519,1000,N        ,MIAMI                    ,         ,BLVD   ,27703
6,20-2004293,E3    ,3,4,4,311,"Medical assist, assist EMS crew                   ",2/14/2020,19:50:36,19:53:53,19:54:49,19:59:24,20:07:48,A    ,N       ,1,0,0,0,0,961,1018,N        ,DURHAM FREEWAY           ,         ,       ,27703
13,20-2004295,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/14/2020,20:17:16,20:18:54,20:19:44,20:21:52,20:43:01,A    ,N       ,1,0,0,0,0,419,605,N        ,MAPLE                    ,         ,ST     ,27703
60,20-2004315,E3    ,3,19,19,412,Gas leak (natural gas or LPG)                     ,2/15/2020,0:19:50,0:24:35,0:26:03,0:37:36,0:38:19,A    ,N       ,1,0,0,0,0,429A    ,200,         ,EDINBOROUGH              ,         ,DR     ,27703
92,20-2004327,E3    ,1,1,1,745,"Alarm system activation, no fire - unintentional  ",2/15/2020,4:41:46,4:43:22,4:44:53,4:51:08,5:21:44,A    ,N       ,1,0,0,0,0,629,324,         ,BLACKWELL                ,         ,ST     ,27701
31,20-2004332,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/15/2020,6:33:06,6:35:43,6:36:35,6:37:35,6:46:11,A    ,N       ,1,0,0,0,0,161,1806,         ,HOLLOWAY                 ,         ,ST     ,27703
53,20-2004335,E3    ,1,3,3,522,Water or steam leak                               ,2/15/2020,7:37:43,7:39:29,7:40:09,7:47:08,7:47:21,B    ,N       ,1,0,0,0,0,419,2739,         ,MARLIN                   ,         ,DR     ,27703
23,20-2004363,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/15/2020,13:13:15,13:14:39,13:15:28,13:20:06,13:27:36,B    ,N       ,1,0,0,0,0,429,2917,         ,SALVONE                  ,         ,CT     ,27703
92,20-2004369,E3    ,C        ,1,1,700,"False alarm or false call, Other                  ",2/15/2020,14:10:11,14:12:41,14:13:43,        ,14:19:50,B    ,N       ,1,0,0,0,0,173,515,W        ,PETTIGREW                ,         ,ST     ,27701
67,20-2004383,E3    ,3,3,3,151,"Outside rubbish, trash or waste fire              ",2/15/2020,17:11:27,17:12:34,17:13:52,17:22:28,17:22:52,B    ,N       ,1,0,0,0,0,419,2109,E        ,MAIN                     ,         ,ST     ,27703
69,20-2004410,E3    ,3,1,1,111,Building fire                                     ,2/15/2020,22:47:00,22:49:32,22:51:18,22:54:02,23:07:26,B    ,N       ,1,2000,0,400000,0,162,704,         ,RIGSBEE                  ,         ,AVE    ,27701
69,20-2004417,E3    ,C        ,9,9,440,"Electrical  wiring/equipment problem, Other       ",2/16/2020,0:14:18,0:16:30,0:17:11,        ,0:22:47,B    ,N       ,1,0,0,0,0,419,1466,         ,MAPLEWOOD                ,         ,DR     ,27704
69,20-2004421,E3    ,3,2,2,652,"Steam, vapor, fog or dust thought to be smoke     ",2/16/2020,1:01:19,1:01:44,1:02:52,1:09:34,1:10:15,B    ,N       ,1,0,0,0,0,429A    ,2211,         ,HILLSBOROUGH             ,         ,RD     ,27701
61,20-2004438,E3    ,3,1,1,412,Gas leak (natural gas or LPG)                     ,2/16/2020,6:51:32,6:58:45,7:01:08,7:07:07,7:28:19,C    ,N       ,1,0,0,0,0,173,515,W        ,PETTIGREW                ,         ,ST     ,27701
69,20-2004443,E3    ,3,1,1,111,Building fire                                     ,2/16/2020,8:25:28,8:25:42,8:26:37,8:30:50,9:56:16,C    ,N       ,1,50000,20000,165915,0,571,101,S        ,Alston                   ,         ,AVE    ,27701
10,20-2004453,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,10:34:30,10:36:49,10:39:03,10:42:39,10:50:13,C    ,N       ,1,0,0,0,0,429A    ,1247,         ,NAPLES                   ,         ,PL     ,27703
12,20-2004454,E3    ,3,9,9,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,11:18:50,11:21:49,11:22:38,11:26:43,11:35:52,C    ,N       ,1,0,0,0,0,429A    ,300,         ,MCCALLIE                 ,         ,AVE    ,27704
26,20-2004472,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/16/2020,14:40:38,14:42:00,14:43:46,        ,14:49:18,C    ,N       ,1,0,0,0,0,429A    ,323,S        ,WOODCREST                ,         ,ST     ,27703
77,20-2004477,E3    ,3,3,3,323,Motor vehicle/pedestrian accident (MV Ped)        ,2/16/2020,16:01:59,16:04:12,16:05:34,16:07:46,16:14:48,C    ,N       ,1,0,0,0,0,962,1610,         ,LATHROP                  ,         ,ST     ,27703
60,20-2004483,E3    ,3,1,1,412,Gas leak (natural gas or LPG)                     ,2/16/2020,17:04:34,17:06:39,17:08:19,17:12:52,17:50:21,C    ,N       ,1,0,0,0,0,429A    ,530,         ,FOSTER                   ,         ,ST     ,27701
13,20-2004486,E3    ,C        ,3,3,311,"Medical assist, assist EMS crew                   ",2/16/2020,18:09:56,18:11:00,         ,        ,18:12:46,C    ,N       ,1,0,0,0,0,419,1112,         ,PARK                     ,         ,AVE    ,27701
67,20-2004487,E3    ,C        ,1,1,551,Assist police or other governmental agency        ,2/16/2020,18:12:41,18:16:33,18:17:54,        ,18:22:36,C    ,N       ,1,0,0,0,0,936,1200,         ,DAWKINS                  ,         ,ST     ,27707
10,20-2004491,E3    ,1,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,19:31:54,19:34:16,19:35:41,19:37:13,19:45:05,C    ,N       ,1,0,0,0,0,965,1812,         ,HOLLOWAY                 ,         ,ST     ,27703
60,20-2004522,E3    ,3,4,4,412,Gas leak (natural gas or LPG)                     ,2/17/2020,7:27:47,7:29:27,7:30:09,7:35:54,7:37:24,B    ,N       ,1,0,0,0,0,429A    ,1247,E        ,LAWSON                   ,         ,ST     ,27701
60,20-2004524,E3    ,3,7,7,412,Gas leak (natural gas or LPG)                     ,2/17/2020,7:46:42,7:48:08,7:48:39,7:54:51,8:01:13,B    ,N       ,1,0,0,0,0,340,300,         ,CRUTCHFIELD              ,         ,ST     ,27704
92,20-2004528,E3    ,1,3,3,740,"Unintentional transmission of alarm, Other        ",2/17/2020,8:23:49,8:27:08,8:27:22,8:29:16,8:29:56,B    ,N       ,1,0,0,0,0,213,2410,E        ,MAIN                     ,         ,ST     ,27703
61,20-2004545,E3    ,3,5,5,671,HazMat release investigation w/no HazMat          ,2/17/2020,11:49:06,12:03:27,12:04:09,12:14:24,12:30:26,B    ,N       ,1,0,0,0,0,340,305,         ,TOWERVIEW                ,         ,DR     ,27705
60,20-2004554,E3    ,3,3,3,412,Gas leak (natural gas or LPG)                     ,2/17/2020,12:57:35,13:00:50,13:01:37,13:04:25,13:46:19,B    ,N       ,1,0,0,0,0,429,1331,         ,JUNIPER                  ,         ,ST     ,27701
69,20-2004563,E3    ,C        ,6,6,651,"Smoke scare, odor of smoke                        ",2/17/2020,14:04:21,14:11:21,14:11:51,        ,14:25:17,B    ,N       ,1,0,0,0,0,419,4922,         ,HIGHGATE                 ,         ,DR     ,27713
26,20-2004573,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,15:08:42,15:10:40,15:11:11,15:15:12,15:30:10,B    ,N       ,1,0,0,0,0,419,1310,         ,CASTLEBAY                ,         ,RD     ,27703
67,20-2004577,E3    ,3,3,3,150,"Outside rubbish fire, Other                       ",2/17/2020,15:35:50,15:37:12,15:37:49,15:39:56,15:43:45,B    ,N       ,1,0,0,0,0,419,314,         ,SOUTHERLAND              ,         ,ST     ,27703
6,20-2004580,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,16:10:40,16:12:01,16:12:59,16:15:57,16:28:24,B    ,N       ,1,0,0,0,0,429,608,         ,HARDEE                   ,         ,ST     ,27703
60,20-2004585,E3    ,C        ,7,7,671,HazMat release investigation w/no HazMat          ,2/17/2020,16:52:04,16:53:49,16:54:51,        ,17:04:01,B    ,N       ,1,0,0,0,0,511,3823,         ,GUESS                    ,         ,RD     ,27705
77,20-2004600,E3    ,3,3,3,463,"Vehicle accident, general cleanup                 ",2/17/2020,20:52:32,20:52:38,20:53:04,20:58:18,21:18:08,B    ,N       ,1,0,0,0,0,961,1020,S        ,MIAMI                    ,         ,BLVD   ,27703
17,20-2004609,E3    ,3,3,3,331,"Lock-in (if lock out , use 511 )                  ",2/17/2020,23:04:25,23:07:14,23:08:01,23:20:59,23:29:48,B    ,N       ,1,0,0,0,0,429,3004,         ,IVEY WOOD                ,         ,LN     ,27703
31,20-2004613,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,0:09:48,0:13:00,0:13:56,0:17:36,0:32:58,B    ,N       ,1,0,0,0,0,429,530,         ,HARDEE                   ,         ,ST     ,27703
6,20-2004616,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,1:52:24,1:55:06,1:56:01,2:00:02,2:14:35,B    ,N       ,1,0,0,0,0,419,204,         ,CHERRY GROVE             ,         ,ST     ,27703
69,20-2004618,E3    ,C        ,13,13,441,"Heat from short circuit (wiring), defective/worn  ",2/18/2020,2:54:18,2:56:56,2:58:04,        ,3:07:47,B    ,N       ,1,0,0,0,0,429A    ,2022,         ,FOLSOM                   ,         ,LN     ,27560
61,20-2004635,E3    ,3,2,2,671,HazMat release investigation w/no HazMat          ,2/18/2020,9:19:48,9:22:13,9:23:30,9:31:14,9:51:40,C    ,N       ,1,0,0,0,0,500,1815,         ,NORTH POINTE             ,         ,DR     ,27705
92,20-2004649,E3    ,3,1,1,743,"Smoke detector activation, no fire - unintentional",2/18/2020,12:26:14,12:27:44,12:29:11,12:32:04,12:44:55,C    ,N       ,1,0,0,0,0,439A    ,300,N        ,QUEEN                    ,         ,ST     ,27701
61,20-2004680,E3    ,C        ,13,13,721,Bomb scare - no bomb                              ,2/18/2020,17:30:39,17:31:14,17:32:50,        ,17:35:26,C    ,N       ,1,0,0,0,0,419,1025,         ,LEMON                    ,         ,DR     ,27703
12,20-2004681,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,17:31:42,17:39:50,17:40:49,17:43:17,17:54:20,C    ,N       ,1,0,0,0,0,965,1000,N        ,MIAMI                    ,         ,BLVD   ,27703
26,20-2004692,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,22:05:22,22:08:00,22:09:57,22:12:24,22:16:02,C    ,N       ,1,0,0,0,0,419,207,N        ,DRIVER                   ,         ,ST     ,27703
21,20-2004693,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/18/2020,23:27:53,23:32:15,23:33:37,        ,23:37:59,C    ,N       ,1,0,0,0,0,419,225,N        ,HOOVER                   ,         ,RD     ,27703
61,20-2004699,E3    ,3,19,19,422,Chemical spill or leak                            ,2/19/2020,3:18:44,3:22:51,3:24:51,3:34:54,4:09:43,C    ,N       ,1,0,0,0,0,700,4600,         ,SILICON                  ,         ,DR     ,27703
9,20-2004706,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/19/2020,7:22:07,7:23:38,7:24:21,7:26:44,7:41:57,B    ,N       ,1,0,0,0,0,419,1141,         ,RAYNOR                   ,         ,ST     ,27703
23,20-2004730,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/19/2020,11:30:39,11:34:23,11:35:15,11:36:32,11:47:09,B    ,N       ,1,0,0,0,0,140,609,         ,GARY                     ,         ,ST     ,27703
69,20-2004758,E3    ,C        ,2,2,651,"Smoke scare, odor of smoke                        ",2/19/2020,16:36:01,16:37:39,16:39:57,        ,16:46:32,B    ,N       ,1,0,0,0,0,241,417,         ,CHAPEL                   ,         ,DR     ,27705
60,20-2004768,E3    ,3,1,1,422,Chemical spill or leak                            ,2/19/2020,18:48:24,18:51:04,18:51:36,18:57:40,19:52:34,B    ,N       ,1,0,0,0,0,449,202,N        ,CORCORAN                 ,         ,ST     ,27701
89,20-2004773,E3    ,3,3,3,463,"Vehicle accident, general cleanup                 ",2/19/2020,20:00:12,20:00:25,20:00:41,20:03:12,20:22:49,B    ,N       ,1,0,0,0,0,962,301,S        ,GUTHRIE                  ,         ,AVE    ,27703
92,20-2004780,E3    ,R        ,1,1,743,"Smoke detector activation, no fire - unintentional",2/19/2020,22:19:52,22:21:21,22:22:38,22:29:10,22:32:00,B    ,N       ,1,0,0,0,0,449,315,E        ,CHAPEL HILL              ,         ,ST     ,27701
69,20-2004782,E3    ,C        ,4,4,441,"Heat from short circuit (wiring), defective/worn  ",2/19/2020,22:38:18,22:42:29,22:43:27,        ,22:49:20,B    ,N       ,1,0,0,0,0,429A    ,425,E        ,PILOT                    ,         ,ST     ,27707
10,20-2004805,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/20/2020,7:48:33,7:51:03,7:52:09,7:56:49,8:02:12,C    ,N       ,1,0,0,0,0,419,2312,         ,KATE                     ,         ,ST     ,27703
GS      ,20-2004810,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/20/2020,8:34:05,8:34:14,8:35:30,8:37:54,8:55:16,C    ,N       ,1,0,0,0,0,965,        ,         ,HOLLOWAY                 ,         ,ST     ,27703
60,20-2004822,E3    ,3,1,1,622,No Incident found on arrival at dispatch address  ,2/20/2020,12:12:32,12:14:30,12:16:07,12:21:31,12:38:48,C    ,N       ,1,0,0,0,0,429A    ,604,W        ,MORGAN                   ,         ,ST     ,27701
94,20-2004825,E3    ,1,3,3,900,"Special type of incident, Other                   ",2/20/2020,12:53:43,12:54:12,12:54:27,12:57:51,13:05:14,C    ,N       ,1,0,0,0,0,965,        ,         ,HOLLOWAY                 ,         ,ST     ,27703
60,20-2004830,E3    ,3,5,5,671,HazMat release investigation w/no HazMat          ,2/20/2020,14:25:10,14:26:56,14:28:16,14:35:14,14:39:27,C    ,N       ,1,0,0,0,0,131,1311,         ,MOREHEAD                 ,         ,AVE    ,27707
6,20-2004841,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/20/2020,17:40:03,17:41:16,17:42:24,17:47:57,17:49:38,C    ,N       ,1,0,0,0,0,419,212,         ,HICKORY GLEN             ,         ,LN     ,27703
60,20-2004852,E3    ,R        ,1,1,622,No Incident found on arrival at dispatch address  ,2/20/2020,19:34:15,19:44:03,19:44:38,19:53:57,20:01:03,C    ,N       ,1,0,0,0,0,599,359,         ,BLACKWELL                ,         ,ST     ,27701
55,20-2004857,E3    ,3,3,3,444,Power line down                                   ,2/20/2020,20:08:06,20:09:35,20:13:13,20:17:18,20:31:49,C    ,N       ,1,0,0,0,0,962,1140,         ,FISKE                    ,         ,ST     ,27703
77,20-2004875,E3    ,3,3,3,611,Dispatched & cancelled en route                   ,2/21/2020,0:38:12,0:38:26,0:40:08,        ,0:44:52,C    ,N       ,1,0,0,0,0,961,306,         ,US 70 SERVICE            ,         ,RD     ,27703
77,20-2004895,E3    ,3,9,9,322,Motor vehicle accident with injuries              ,2/21/2020,6:30:18,6:32:19,6:33:42,6:38:02,6:51:26,C    ,N       ,1,0,0,0,0,961,17800,         ,I85                      ,S        ,       ,27704
21,20-2004906,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/21/2020,9:16:00,9:18:27,9:19:24,9:22:59,9:26:26,A    ,N       ,1,0,0,0,0,419,218,         ,HICKORY GLEN             ,         ,LN     ,27703
77,20-2004911,E3    ,3,3,3,322,Motor vehicle accident with injuries              ,2/21/2020,10:08:19,10:10:21,10:11:25,10:13:33,10:37:49,A    ,N       ,1,0,0,0,0,419,1606,         ,LIBERTY                  ,         ,ST     ,27703
21,20-2004924,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,13:27:32,13:29:11,13:29:52,13:33:39,14:12:51,A    ,N       ,1,0,0,0,0,419,218,         ,HICKORY GLEN             ,         ,LN     ,27703
6,20-2004943,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,16:26:05,16:27:12,16:27:53,16:31:16,16:34:35,A    ,N       ,1,0,0,0,0,460,1201,E        ,MAIN                     ,         ,ST     ,27701
77,20-2004951,E3    ,3,9,9,322,Motor vehicle accident with injuries              ,2/21/2020,18:51:31,18:51:38,18:52:31,19:01:12,19:24:19,A    ,N       ,1,0,0,0,0,961,17825,         ,I85                      ,N        ,       ,27704
61,20-2004980,E3    ,R        ,5,5,531,Smoke or odor removal                             ,2/22/2020,6:42:12,6:46:29,6:47:07,6:54:40,6:58:00,A    ,N       ,1,0,0,0,0,419,710,         ,MOREHEAD                 ,         ,AVE    ,27707
60,20-2004997,E3    ,3,3,3,671,HazMat release investigation w/no HazMat          ,2/22/2020,10:56:21,10:57:48,10:59:23,11:02:58,11:16:10,C    ,N       ,1,0,0,0,0,429A    ,1126,S        ,HOOVER                   ,         ,RD     ,27703
69,20-2005034,E3    ,3,3,3,652,"Steam, vapor, fog or dust thought to be smoke     ",2/22/2020,20:15:25,20:18:49,20:19:23,20:22:29,20:26:13,C    ,N       ,1,0,0,0,0,429,519,         ,EASTWAY                  ,         ,AVE    ,27703
13,20-2005038,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/22/2020,20:53:39,20:56:19,20:57:34,20:59:48,21:44:22,C    ,N       ,1,0,0,0,0,419,205,S        ,BENJAMINE                ,         ,ST     ,27703
6,20-2005057,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,3:02:07,3:04:30,3:06:24,3:10:54,3:14:32,C    ,N       ,1,0,0,0,0,419,2412,         ,OWEN                     ,         ,ST     ,27703
13,20-2005086,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,12:16:51,12:19:07,12:19:53,12:22:21,12:29:44,A    ,N       ,1,0,0,0,0,419,1,         ,CAPRI                    ,         ,TER    ,27703
60,20-2005090,E3    ,R        ,9,9,671,HazMat release investigation w/no HazMat          ,2/23/2020,13:58:48,14:00:14,14:02:06,14:08:03,14:11:20,A    ,N       ,1,0,0,0,0,429A    ,3817,         ,DEARBORN                 ,         ,DR     ,27704
60,20-2005093,E3    ,C        ,16,16,671,HazMat release investigation w/no HazMat          ,2/23/2020,14:23:26,14:24:28,14:25:01,        ,14:28:06,A    ,N       ,1,0,0,0,0,581,6910,         ,FAYETTEVILLE             ,         ,RD     ,27713
69,20-2005094,E3    ,C        ,4,4,100,"Fire, Other                                       ",2/23/2020,14:39:46,14:40:51,14:41:41,        ,14:46:46,A    ,N       ,1,0,300,0,0,564,2414,         ,NC 55                    ,         ,HWY    ,27707
6,20-2005097,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,15:02:21,15:03:59,15:05:31,15:08:10,15:18:14,A    ,N       ,1,0,0,0,0,519,1002,E        ,GEER                     ,         ,ST     ,27704
31,20-2005099,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,15:18:46,15:20:20,15:20:50,15:20:59,15:27:10,A    ,N       ,1,0,0,0,0,511,1000,N        ,MIAMI                    ,         ,BLVD   ,27703
77,20-2005112,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,17:15:04,17:16:07,17:17:02,17:20:45,17:38:12,A    ,N       ,1,0,0,0,0,900,1203,         ,WORTH                    ,         ,ST     ,27701
6,20-2005123,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/23/2020,18:40:41,18:41:56,18:42:36,18:46:18,18:51:29,A    ,N       ,1,0,0,0,0,429A    ,1126,S        ,HOOVER                   ,         ,RD     ,27703
92,20-2005145,E3    ,3,3,3,744,"Detector activation, no fire - unintentional      ",2/24/2020,1:19:50,1:23:41,1:24:46,1:28:46,1:46:00,A    ,N       ,1,0,0,0,0,419,2606,         ,ANGIER                   ,         ,AVE    ,27703
26,20-2005157,E3    ,3,8,8,321,"EMS call, excluding vehicle accident with injury  ",2/24/2020,7:35:25,7:37:11,7:38:21,7:42:46,7:56:59,C    ,N       ,1,0,0,0,0,311,3420,         ,WAKE FOREST              ,         ,HWY    ,27703
6,20-2005194,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/24/2020,15:13:29,15:16:29,15:16:47,15:19:28,15:44:24,C    ,N       ,1,0,0,0,0,419,1131,         ,DREW                     ,         ,ST     ,27701
69,20-2005196,E3    ,3,4,4,445,"Arcing, shorted electrical equipment              ",2/24/2020,16:02:57,16:03:25,16:04:01,16:10:06,16:14:16,C    ,N       ,1,0,0,0,0,419,709,         ,HOPE                     ,         ,AVE    ,27707
26,20-2005201,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/24/2020,16:44:10,16:46:22,16:47:12,16:49:25,16:56:32,C    ,N       ,1,0,0,0,0,429,508,         ,HARDEE                   ,         ,ST     ,27703
69,20-2005203,E3    ,3,3,3,600,"Good intent call, Other                           ",2/24/2020,17:46:52,17:47:33,17:48:19,17:51:33,17:54:05,C    ,N       ,1,0,0,0,0,429A    ,615,         ,RAYNOR                   ,         ,ST     ,27703
10,20-2005207,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/24/2020,18:46:26,18:47:51,18:48:51,18:52:56,19:03:59,C    ,N       ,1,0,0,0,0,419,2312,         ,KATE                     ,         ,ST     ,27703
6,20-2005227,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/25/2020,2:49:59,2:51:31,2:52:41,        ,2:58:00,C    ,N       ,1,0,0,0,0,429,322,         ,JUNCTION                 ,         ,RD     ,27703
92,20-2005237,E3    ,C        ,1,1,743,"Smoke detector activation, no fire - unintentional",2/25/2020,7:11:30,7:14:08,7:14:49,        ,7:17:14,A    ,N       ,1,0,0,0,0,460,300,N        ,QUEEN                    ,         ,ST     ,27701
92,20-2005264,E3    ,R        ,8,8,733,Smoke detector activation due to malfunction      ,2/25/2020,10:50:56,10:52:36,10:52:36,11:02:29,11:05:17,A    ,N       ,1,0,0,0,0,419,206,         ,SCHEER                   ,         ,AVE    ,27703
26,20-2005273,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/25/2020,12:02:22,12:05:21,12:06:11,        ,12:07:21,A    ,N       ,1,0,0,0,0,460,1201,E        ,MAIN                     ,         ,ST     ,27701
ST      ,20-2005275,E3    ,3,3,3,622,No Incident found on arrival at dispatch address  ,2/25/2020,12:15:51,12:16:37,12:16:52,12:18:15,12:20:09,A    ,N       ,1,0,0,0,0,962,709,N        ,DRIVER                   ,         ,ST     ,27703
71,20-2005307,E3    ,3,13,13,130,"Mobile property (vehicle) fire, Other             ",2/25/2020,16:59:25,17:00:48,17:02:01,        ,17:07:07,A    ,N       ,1,0,0,0,0,963,        ,         ,ANGIER                   ,         ,AVE    ,27703
12,20-2005316,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/25/2020,18:01:47,18:04:15,18:04:57,18:07:58,18:21:28,A    ,N       ,1,0,0,0,0,429A    ,322,         ,JUNCTION                 ,         ,RD     ,27703
19,20-2005322,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/25/2020,19:17:38,19:19:31,19:20:17,19:22:17,19:29:47,A    ,N       ,1,0,0,0,0,449,2101,         ,HOLLOWAY                 ,         ,ST     ,27703
6,20-2005325,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/25/2020,19:55:59,19:58:25,19:59:10,20:01:53,20:11:21,A    ,N       ,1,0,0,0,0,419,2622,         ,OWEN                     ,         ,ST     ,27703
92,20-2005327,E3    ,C        ,1,1,744,"Detector activation, no fire - unintentional      ",2/25/2020,20:42:16,20:43:43,20:44:42,        ,20:51:58,A    ,N       ,1,0,0,0,0,449,315,E        ,CHAPEL HILL              ,         ,ST     ,27701
ST      ,20-2005337,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/25/2020,22:41:19,22:41:35,22:42:35,22:43:53,22:50:48,A    ,N       ,1,0,0,0,0,511,1103,N        ,MIAMI                    ,         ,BLVD   ,27703
97,20-2005339,E3    ,1,3,3,510,"Person in distress, Other                         ",2/25/2020,22:51:03,22:54:13,22:54:47,22:56:30,23:16:39,A    ,N       ,1,0,0,0,0,419,695,         ,HILLTOP                  ,         ,DR     ,27703
6,20-2005342,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/26/2020,1:26:37,1:29:26,1:31:02,        ,1:35:59,A    ,N       ,1,0,0,0,0,429,323,S        ,WOODCREST                ,         ,ST     ,27703
97,20-2005356,E3    ,1,3,3,510,"Person in distress, Other                         ",2/26/2020,5:33:51,5:56:08,5:57:33,6:01:31,6:23:35,A    ,N       ,1,0,0,0,0,419,1310,         ,CASTLEBAY                ,         ,RD     ,27703
60,20-2005360,E3    ,C        ,13,13,671,HazMat release investigation w/no HazMat          ,2/26/2020,7:12:43,7:14:03,7:15:09,        ,7:22:25,B    ,N       ,1,0,0,0,0,891,4001,         ,STIRRUP CREEK            ,         ,DR     ,27703
77,20-2005393,E3    ,C        ,3,3,322,Motor vehicle accident with injuries              ,2/26/2020,14:11:58,14:14:01,14:14:59,        ,14:17:39,B    ,N       ,1,0,0,0,0,962,        ,         ,HOLLOWAY                 ,         ,ST     ,27703
10,20-2005407,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/26/2020,17:27:21,17:29:12,17:29:47,17:31:24,17:45:14,B    ,N       ,1,0,0,0,0,419,1616,         ,HOLLOWAY                 ,         ,ST     ,27703
69,20-2005411,E3    ,R        ,5,5,651,"Smoke scare, odor of smoke                        ",2/26/2020,19:01:14,19:04:09,19:05:05,19:10:10,19:10:18,B    ,N       ,1,0,0,0,0,429A    ,605,W        ,CHAPEL HILL              ,         ,ST     ,27701
9,20-2005419,E3    ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/26/2020,20:41:25,20:42:29,20:45:29,20:45:34,21:04:16,B    ,N       ,1,0,0,0,0,429,2917,         ,SALVONE                  ,         ,CT     ,27703
69,20-2005424,E3    ,R        ,4,4,111,Building fire                                     ,2/26/2020,22:36:45,22:38:07,22:39:53,22:45:26,22:46:53,B    ,N       ,1,0,150,0,0,419,2110,         ,BALTIC                   ,         ,AVE    ,27707
69,20-2005427,E3    ,3,9,9,622,No Incident found on arrival at dispatch address  ,2/26/2020,23:15:00,23:19:05,23:20:00,23:23:45,23:28:45,B    ,N       ,1,0,0,0,0,131,        ,N        ,ROXBORO                  ,         ,ST     ,27704
9,20-2005428,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/26/2020,23:47:02,23:49:19,23:50:11,23:52:05,0:49:19,B    ,N       ,1,0,0,0,0,419,1514,N        ,MIAMI                    ,         ,BLVD   ,27701
